story:  John didn't know he was being followed. "When he got on the train, a man approached him." He handed John a small piece of paper. It said RAVINCORP in bold letters. "John had been offered a job by the CIA, he just didn't know it yet."	 query:event: The man was holding a piece of paper starts before He hand John a small piece of paper  	pred: negative	 label: positive
story:  Neil took a ferry to Hong Kong. The bay was beautiful in the moonlight. And the hundreds of tall factories caught his eye! Hong Kong was by far his favorite Chinese province. He couldn't wait to return!	 query:event: Neil has been to Hong Kong numerous times ends after Hong Kong be by far his favorite Chinese province  	pred: negative	 label: positive
story:  Neil took a ferry to Hong Kong. The bay was beautiful in the moonlight. And the hundreds of tall factories caught his eye! Hong Kong was by far his favorite Chinese province. He couldn't wait to return!	 query:event: Neil has been to Hong Kong numerous times ends before Hong Kong be by far his favorite Chinese province  	pred: positive	 label: negative
story:  Amy was at the theater to see a movie. She wanted popcorn, and candy, and soda. She only had $5 for snacks. Amy could only have one of the snacks she wanted. Beth offered to share her popcorn so Amy could buy candy.	 query:event: Beth and Amy were at a well known movie theatre chain ends after Amy could only have one of the snacks she wanted  	pred: negative	 label: positive
story:  Amy was at the theater to see a movie. She wanted popcorn, and candy, and soda. She only had $5 for snacks. Amy could only have one of the snacks she wanted. Beth offered to share her popcorn so Amy could buy candy.	 query:event: Beth and Amy were at a well known movie theatre chain ends before Amy could only have one of the snacks she wanted  	pred: positive	 label: negative
story:  The train started to move after eight in the morning. I slowly looked for a seat and settled down. "A moment later, a small child stood up and took out an axe." Everyone was scared and tried to run away. "Luckily, a muscular man was able to stop him and take away the axe."	 query:event: My heart was pounding ends after a man was able to take away the axe  	pred: negative	 label: positive
story:  The train started to move after eight in the morning. I slowly looked for a seat and settled down. "A moment later, a small child stood up and took out an axe." Everyone was scared and tried to run away. "Luckily, a muscular man was able to stop him and take away the axe."	 query:event: My heart was pounding ends before a man was able to take away the axe  	pred: positive	 label: negative
story:  Heidi bought a brand new car. The new car was a convertible and very fast. Heidi started to drive her new car very fast. She started to get speeding tickets and decided to slow down. Heidi regretted buying a sports car.	 query:event: Heidi blames her speeding on the new convertible ends after she regretted buying a sports car  	pred: negative	 label: positive
story:  The farm had a lot of animals. The kids' favorite was the donkey. His name was Old Red. They fed him a carrot and petted his nose. Old Red was a fun animal to play with.	 query:event: The donkey lives on the farm ends before Old Red be a fun animal to play with  	pred: positive	 label: negative
story:  Ron really wanted to join the baseball team. But he could not throw or hit a ball at all! Then the coach had him catch a few. Ron was a natural! He made the team right away!	 query:event: Ron put on a baseball glove ends before he made the team  	pred: negative	 label: positive
story:  Ron really wanted to join the baseball team. But he could not throw or hit a ball at all! Then the coach had him catch a few. Ron was a natural! He made the team right away!	 query:event: Ron put on a baseball glove ends after he made the team  	pred: positive	 label: negative
story:  Milwaukee resident Wallace wanted to go swimming in the lake. "It was early September, and he donned his swim trunks." He drove to the lake and found parking. The water was already far too cold for him to swim. Wallace went home unsatisfied.	 query:event: Wallace was looking forward to swimming in the lake. ends after he left home unsatisfied.  	pred: negative	 label: positive
story:  Milwaukee resident Wallace wanted to go swimming in the lake. "It was early September, and he donned his swim trunks." He drove to the lake and found parking. The water was already far too cold for him to swim. Wallace went home unsatisfied.	 query:event: Wallace was looking forward to swimming in the lake. ends before he left home unsatisfied.  	pred: positive	 label: negative
story:  Tim was visiting his grandparents. They didn't have wifi or fast internet. Their connection was still using dial up. Tim tried to use the internet but it was just too slow. He decided to just use his smart phone instead.	 query:event: Tim's grandparents didn't use the internet much. ends after Tim used his smart phone instead  	pred: negative	 label: positive
